language,type,i,c,id
Greek,RJ,exiting,excited,person_1552
Greek,RN,change,chance,person_1552
Greek,RV,found,thought,person_1552
Spanish,RV,HAVING,MAKING,person_1234
Spanish,RJ,INTERESTING,INTERESTED,person_1234
Spanish,RV,COULD,WOULD,person_1234
Spanish,RN,HOUSE,STREET,person_1234
Spanish,RN,WAY,ROUTE,person_1234
Spanish,RV,FELLING,FEELING,person_1234
Spanish,RY,SO,VERY,person_1234
Polish,RN,college,colleague,person_946
Polish,RN,proposition,proposal,person_946
Polish,RY,faithfully,sincerely,person_946
Polish,RV,showing,suggesting,person_946
Polish,RJ,strong,big,person_946
Polish,RN,side,shore,person_946
German,RV,stay,live,person_198
German,RV,can,will,person_198
Greek,RJ,good,excellent,person_601
Greek,RY,before,beforehand,person_601
Russian,RJ,good,excellent,person_1624
Russian,RN,sigh,sight,person_1624
Russian,RN,wear,clothes,person_1624
Russian,RV,brief,breathe,person_1624
Russian,RV,following,fall,person_1624
Russian,RV,must,should,person_1624
Russian,RJ,only,unique,person_2305
Russian,RV,obey,respond,person_2305
Russian,RN,caps,cups,person_2305
Russian,RN,opinion,vision,person_2305
Greek,RN,advertisement,article,person_3162
Greek,RN,advertisement,article,person_3162
Greek,RV,place,job,person_3162
Greek,RV,wonder,consider,person_3162
Greek,RV,wish,hope,person_3162
Greek,RY,subsequently,so,person_751
Greek,RY,ago,before,person_751
Greek,RV,discuss,talk,person_751
Greek,RY,also,too,person_1463
Greek,RN,party,part,person_1463
Greek,RY,Furthermore,However,person_1463
Greek,RV,believe,think,person_1463
Greek,RY,so,such,person_1463
Greek,RV,imitate,pretend,person_1463
Greek,RV,do,hold,person_1116
Greek,RV,make,have,person_1116
Greek,RV,make,have,person_1116
Greek,RV,go,got,person_1116
Greek,RN,wold,world,person_1116
Greek,RV,do,have,person_837
Greek,RV,concerned,regards,person_837
Greek,RV,tell,say,person_837
Greek,RN,company,office,person_837
Greek,RN,company,office,person_837
Greek,RY,before,early,person_837
Greek,RV,would,could,person_837
Greek,RV,come,go,person_1156
Japanese,RJ,elder,older,person_3139
Japanese,RV,stared,started,person_3139
Spanish,RY,direct,directly,person_3002
Spanish,RN,Vestiges,remains,person_3002
Japanese,RJ,good,nice,person_3176
Japanese,RJ,pretty,attractive,person_3176
Japanese,RN,dessert,desert,person_3176
Japanese,RN,kids,kinds,person_3176
Japanese,RN,services,institutions,person_3176
Japanese,RV,is,involves,person_3176
Greek,RV,pick,take,person_3163
Greek,RJ,corresponding,appropriate,person_3163
Greek,RN,communication,communications,person_3163
Greek,RN,abilities,technology,person_3163
Greek,RJ,ordinary,daily,person_3163
Greek,RJ,common,average,person_3163
Greek,RV,do,light,person_3003
Greek,RV,watch,see,person_3003
Catalan,RN,dress,outfit,person_3038
Catalan,RV,can,will,person_3038
Catalan,RV,think,imagine,person_3038
Catalan,RY,all,always,person_3038
Catalan,RV,losing,ending,person_3038
Catalan,RN,fashion,tradition,person_3038
Russian,RJ,historical,historic,person_3158
Russian,RJ,mutual,shared,person_3158
Russian,RN,people,mankind,person_3158
Russian,RN,will,wheel,person_3158
Polish,RV,drive,ride,person_3171
Polish,RV,avenging,organized,person_3171
Polish,RV,driving,riding,person_3171
Polish,RV,driving,riding,person_3171
Polish,RV,drive,ride,person_3171
Polish,RN,nature,countryside,person_3171
Polish,RV,shop,look,person_3171
Polish,RJ,full,crowded,person_3171
French,RY,far,away,person_3005
French,RN,possibility,opportunity,person_3005
Japanese,RY,Then,So,person_3039
Japanese,RN,heritages,monuments,person_3039
Japanese,RV,get,become,person_3039
Greek,RN,stations,stops,person_2906
Greek,RN,settings,scenery,person_2906
Greek,RJ,nearby,near,person_2906
Spanish,RV,can't,shouldn't,person_3006
Spanish,RV,lose,miss,person_3006
Korean,RV,prepared,arranged,person_3061
Korean,RV,do,will,person_3061
Korean,RN,exposition,exhibition,person_3061
Korean,RN,exposition,exhibition,person_3061
Korean,RN,exposition,exhibition,person_3061
Korean,RJ,big,great,person_3061
Korean,RY,specially,especially,person_3061
Thai,RV,requested,asked,person_3288
Thai,RJ,high,modern,person_3288
Thai,RY,so,very,person_3288
Chinese,RV,take,catch,person_2960
Chinese,RY,After,Afterwards,person_2960
Chinese,RV,have,go,person_2960
Chinese,RV,bring,attracts,person_2960
Spanish,RV,have,take,person_3115
Spanish,RN,place,centre,person_3115
Spanish,RV,could,would,person_3115
Catalan,RJ,nervous,irritable,person_3101
Catalan,RN,air,atmosphere,person_3101
Thai,RV,bring,take,person_3100
Thai,RV,receipt,receive,person_3100
Thai,RY,either,also,person_3100
Thai,RV,get,go,person_3100
French,RV,get,give,person_2949
French,RJ,following,previous,person_2949
French,RV,presents,exhibits,person_2949
French,RN,Tour,Tower,person_2949
French,RJ,eldest,oldest,person_2949
Catalan,RJ,afraid,sorry,person_3074
Catalan,RJ,grave,serious,person_3074
Catalan,RY,hardly,definitely,person_3074
Catalan,RV,like,want,person_3074
Catalan,RN,symbols,objects,person_3074
Catalan,RN,clue,idea,person_3074
Catalan,RV,get,sit,person_3074
Spanish,RV,applying,replying,person_3060
Spanish,RN,walking,walk,person_3060
Spanish,RV,take,have,person_3060
Korean,RV,required,requested,person_3062
Italian,RV,come,get,person_2963
Italian,RJ,beautiful,great,person_2963
Italian,RN,painting,art,person_2963
Italian,RN,way,means,person_2963
Italian,RV,do,make,person_2963
Italian,RV,thinking,imagine,person_2963
Russian,RN,possibility,ability,person_3102
Chinese,RV,required,requested,person_3116
Chinese,RN,play,playing,person_3116
Chinese,RN,disc,disco,person_3116
Chinese,RY,up,off,person_3116
Chinese,RJ,historical,historic,person_3116
Chinese,RV,was,gave,person_3116
Chinese,RY,no,not,person_3116
Chinese,RY,specially,especially,person_3116
Spanish,RV,reply,answer,person_3117
Spanish,RJ,pleasant,pleased,person_3117
Spanish,RV,celebrated,held,person_3117
Spanish,RV,sited,situated,person_3117
Spanish,RJ,faster,quickest,person_3117
Spanish,RN,way,means,person_3117
Spanish,RJ,smart,formal,person_3117
Spanish,RV,stayed,lived,person_3117
Spanish,RJ,sited,located,person_3117
Spanish,RV,take,have,person_3117
Spanish,RN,night,nightlife,person_3117
Russian,RJ,small,short,person_2976
Russian,RV,take,play,person_2976
Russian,RV,relay,rely,person_2976
French,RV,tell,give,person_3275
French,RJ,ready,prepared,person_3275
French,RV,should,would,person_3275
French,RV,propose,suggest,person_3275
French,RV,stays,is,person_3275
French,RY,there,here,person_3275
French,RN,engines,machinery,person_3275
French,RV,should,would,person_3275
German,RN,walking,walk,person_3063
German,RJ,enjoyable,pleasant,person_3063
German,RJ,funny,enjoyable,person_3063
German,RV,tell,bring,person_3063
German,RV,telling,shows,person_3063
German,RV,have,are,person_3063
German,RV,send,shows,person_3063
Russian,RV,planed,meant,person_3098
Russian,RN,nature,countryside,person_3098
Russian,RV,take,wear,person_3098
Russian,RN,exposition,exhibition,person_3098
Russian,RN,option,place,person_3098
Russian,RN,embankment,bank,person_3098
Russian,RN,chance,opportunity,person_3098
Russian,RJ,historical,historic,person_3098
Catalan,RV,answered,provided,person_3305
Catalan,RN,dressing,dress,person_3305
French,RV,watch,walk,person_2797
French,RN,stairs,steps,person_2797
French,RV,right,write,person_2797
Greek,RN,lectures,lecturers,person_3066
Greek,RN,investigation,inventions,person_3066
Greek,RN,type,means,person_3066
Greek,RN,abilities,capabilities,person_3066
Greek,RV,have,give,person_3066
Greek,RV,find,reach,person_3066
Greek,RJ,last,latest,person_3066
Greek,RN,type,means,person_3066
Greek,RN,type,means,person_3066
Greek,RY,so,very,person_3066
Greek,RV,using,spending,person_3066
Greek,RV,is,causes,person_3066
Greek,RN,investigation,invention,person_3066
Spanish,RV,made,designed,person_3072
Spanish,RV,knowing,learning,person_3072
Spanish,RY,just,very,person_3099
Spanish,RY,far,away,person_3099
German,RY,Surely,Certainly,person_3064
German,RV,thought,realized,person_3064
German,RJ,short,quick,person_3064
Italian,RN,dress,clothes,person_3070
German,RN,lake,lakeside,person_2959
German,RJ,high,tall,person_2959
German,RN,draws,drawings,person_2959
German,RV,shows,gives,person_2959
Italian,RN,building,location,person_2970
Italian,RV,can,might,person_2970
Italian,RV,will,could,person_2970
Italian,RV,know,learn,person_2970
Italian,RN,past,history,person_2970
Italian,RY,then,also,person_2970
Italian,RV,bring,encourage,person_2970
Italian,RY,faithfully,sincerely,person_2970
Italian,RJ,simple,easy,person_3298
Italian,RV,meet,make,person_3298
Italian,RN,word,world,person_3298
Italian,RV,speak,talk,person_3298
Italian,RN,boys,men,person_3298
Italian,RV,can,should,person_3298
Italian,RN,garden,park,person_3298
Italian,RJ,particular,special,person_3298
Italian,RV,arrive,get,person_3298
Italian,RY,here,there,person_3298
Italian,RJ,big,great,person_3298
Korean,RV,voted,elected,person_3071
Korean,RN,diner,dinner,person_3071
Korean,RN,cloth,clothes,person_3071
Turkish,RN,place,Palace,person_3040
Turkish,RV,reach,get,person_3040
Turkish,RY,faithfully,sincerely,person_3040
Turkish,RY,ahead,forward,person_3040
Thai,RV,arranged,booked,person_3054
Thai,RV,be,have,person_3054
Thai,RJ,friendly,relaxed,person_3054
Thai,RV,dress,wear,person_3054
Turkish,RV,is,called,person_3068
Turkish,RV,effects,affects,person_3068
Turkish,RY,so,very,person_3068
Turkish,RV,met,entered,person_3068
Turkish,RV,think,imagine,person_3068
Turkish,RV,think,imagine,person_3068
Turkish,RV,effect,affect,person_3068
Catalan,RV,must,will,person_2799
Catalan,RN,walking,walk,person_2799
Catalan,RV,can,will,person_2799
Catalan,RJ,big,large,person_2799
Catalan,RN,periods,times,person_2799
Catalan,RV,wonder,wander,person_2799
Catalan,RN,visit,tour,person_2799
Catalan,RN,projects,plans,person_2799
Korean,RJ,sorry,sad,person_3108
Korean,RV,runs,goes,person_3108
Korean,RN,way,route,person_3121
Greek,RV,satisfy,meet,person_2983
Greek,RN,transportation,transport,person_2983
Greek,RJ,main,fundamental,person_2983
Greek,RN,principal,principle,person_2983
Japanese,RN,facilities,attractions,person_2968
Japanese,RJ,highest,tallest,person_2968
Japanese,RV,get,go,person_2968
Japanese,RV,experience,enjoy,person_2968
Chinese,RV,performing,playing,person_2798
Chinese,RN,airline,flight,person_2798
Chinese,RJ,special,rare,person_2798
Chinese,RV,gets,has,person_2798
Chinese,RV,mail,e-mail,person_2798
French,RJ,historical,historic,person_3041
French,RV,exposed,exhibited,person_3041
French,RJ,similar,real,person_3041
French,RN,time,experience,person_3041
French,RJ,enjoyable,good,person_3041
French,RJ,uncommon,unusual,person_3041
Chinese,RN,clothes,costume,person_3096
Chinese,RV,notice,inform,person_3096
Chinese,RV,make,take,person_3096
Chinese,RN,gift,prize,person_3096
Chinese,RN,suit,suite,person_3096
Polish,RV,based,located,person_3094
Polish,RV,would,could,person_3094
Polish,RV,would,could,person_3094
Polish,RV,have,take,person_3094
Polish,RV,am,know,person_3094
Polish,RN,ways,means,person_3094
Polish,RV,affected,changed,person_3094
Polish,RV,interrupting,disturbing,person_3094
German,RJ,historical,historic,person_3057
German,RV,got,were,person_3057
German,RN,possibility,opportunity,person_3057
German,RN,possibility,way,person_3057
Chinese,RN,doubts,questions,person_3241
Chinese,RV,make,help,person_3241
Chinese,RV,make,let,person_3241
Chinese,RN,points,ways,person_3241
Chinese,RY,especially,specially,person_3241
Chinese,RV,know,learn,person_3241
Chinese,RY,nicely,well,person_3241
Spanish,RV,tell,provide,person_3137
Spanish,RN,blokes,blocks,person_3137
Spanish,RV,have,provides,person_3137
Spanish,RN,blokes,blocks,person_3137
Spanish,RN,dance,dancing,person_3137
Spanish,RN,ear,air,person_3137
Spanish,RN,cad,card,person_3137
Spanish,RN,cad,card,person_3137
Spanish,RY,too,very,person_3137
Spanish,RN,College,colleagues,person_3137
Russian,RV,progressed,held,person_3122
Russian,RV,can,would,person_3122
Russian,RY,before,ago,person_3122
Russian,RN,lump,lamp,person_3122
Russian,RN,intentions,inventions,person_3122
Russian,RV,see,think,person_3122
Russian,RV,say,talk,person_3122
Russian,RV,make,create,person_3122
Russian,RV,take,have,person_3122
Russian,RV,makes,allows,person_3122
Russian,RY,wherever,where,person_3122
Russian,RY,before,ago,person_3122
Russian,RN,life,light,person_3122
Thai,RV,need,want,person_2994
Thai,RV,helping,prevents,person_2994
Catalan,RN,houses,homes,person_3240
Catalan,RV,is,gets,person_3240
Thai,RN,rod,road,person_3283
Thai,RN,place,venue,person_3283
Thai,RV,present,represent,person_3283
Thai,RN,recommendation,opinion,person_3283
Thai,RN,idea,interest,person_3283
Japanese,RV,should,can,person_3042
Japanese,RV,must,would,person_3042
Japanese,RV,would,can,person_3042
French,RN,indications,directions,person_3052
French,RN,expositions,exhibitions,person_3052
French,RN,expositions,exhibitions,person_3052
Chinese,RV,starts,leaves,person_3278
Chinese,RV,gathers,are,person_3278
Chinese,RN,family,home,person_3278
Chinese,RN,equipment,item,person_3278
Chinese,RV,hearing,listening,person_3278
Chinese,RY,more,longer,person_3278
French,RV,will,must,person_2984
French,RN,subject,theme,person_2984
French,RJ,western,cowboy-style,person_2984
French,RJ,grateful,great,person_2984
French,RY,only,just,person_2984
French,RJ,grateful,great,person_2984
French,RV,explain,describe,person_2984
French,RV,get,go,person_2984
French,RJ,unique,only,person_2984
French,RY,specially,especially,person_2984
French,RV,get,go,person_2984
Thai,RN,raffle,prize,person_2990
Thai,RV,been,made,person_2990
Polish,RN,attendants,participants,person_3133
Polish,RY,entirely,purely,person_3133
Polish,RJ,sociable,social,person_3133
Polish,RN,meeting,occasion,person_3133
Polish,RJ,constant,ongoing,person_3133
Japanese,RN,walking,foot,person_2985
Japanese,RV,are,include,person_2985
Japanese,RV,see,meet,person_2985
Japanese,RV,gain,get,person_2985
Japanese,RJ,higher,tall,person_2985
Japanese,RJ,highest,tallest,person_2985
Japanese,RV,visit,go,person_2985
Japanese,RN,scene,view,person_2985
Japanese,RV,visit,go,person_2985
Korean,RV,have,give,person_3245
Japanese,RY,Instead,Also,person_3247
Japanese,RV,visiting,going,person_3247
French,RJ,enough,satisfactory,person_3253
French,RN,place,square,person_3253
French,RV,prepared,served,person_3253
French,RY,Besides,Also,person_3253
French,RN,documentary,documents,person_3253
French,RV,have,pay,person_3253
French,RN,solution,option,person_3253
Thai,RV,inform,give,person_2978
Thai,RJ,grateful,great,person_2978
Thai,RJ,grateful,pleased,person_2978
Thai,RY,largely,significantly,person_2978
Turkish,RV,pick,take,person_2987
Turkish,RV,placed,located,person_2987
Turkish,RV,has,is,person_2987
Turkish,RV,has,is,person_2987
Turkish,RV,recommend,think,person_2987
Polish,RV,live,leave,person_3119
Polish,RV,recognize,see,person_3119
Polish,RY,most,very,person_3119
Chinese,RJ,grateful,pleased,person_2992
Chinese,RV,get,acquire,person_2992
Portuguese,RV,go,come,person_2951
Portuguese,RN,humans,people,person_2951
Portuguese,RV,come,go,person_2951
Portuguese,RN,creators,inventors,person_2951
Chinese,RV,attempt,attend,person_3252
Chinese,RN,attempt,attendance,person_3252
Chinese,RN,collage,college,person_3252
Chinese,RN,collage,college,person_3252
Chinese,RN,event,activities,person_3252
Chinese,RN,cloths,clothes,person_3252
Chinese,RV,hop,hope,person_3252
Chinese,RV,went,want,person_3252
German,RN,need,end,person_3291
German,RV,bother,worry,person_3291
German,RN,house,building,person_3291
Korean,RV,makes,causes,person_3285
Italian,RN,dress,clothes,person_3093
Italian,RV,appreciate,admire,person_3093
German,RN,cloth,clothes,person_3235
Turkish,RY,much,far,person_3157
Turkish,RV,find,have,person_3157
Turkish,RN,word,world,person_3157
French,RN,indications,directions,person_3156
French,RJ,portable,mobile,person_3156
French,RJ,portable,mobile,person_3156
French,RJ,portable,mobile,person_3156
French,RJ,portable,mobile,person_3156
French,RJ,portable,mobile,person_3156
French,RV,take,get,person_3156
French,RJ,portable,mobile,person_3156
German,RV,gets,takes,person_3220
German,RN,rent,tent,person_3220
German,RJ,common,public,person_3220
German,RN,opportunity,possibility,person_3220
German,RY,then,so,person_3220
Russian,RV,can,will,person_3034
Russian,RN,exposition,exhibition,person_3034
Russian,RN,exposition,exhibition,person_3034
Russian,RJ,particular,special,person_3034
Russian,RJ,particular,special,person_3034
Korean,RV,offer,provide,person_3236
German,RN,house,building,person_3155
German,RV,propose,suggest,person_3155
German,RY,sincerely,faithfully,person_3155
Greek,RV,wish,hope,person_2868
Greek,RV,placed,located,person_2868
Greek,RY,much,very,person_2868
